Region|Month of Period End|Median Sale Price|Homes Sold|New Listings|Days on Market
Campbell|Feb-12|$590K|33|52|70
Campbell|Mar-12|$530K|47|41|19
Campbell|Apr-12|$590K|45|42|25
Campbell|May-12|$630K|50|53|20
Campbell|Jun-12|$705K|42|44|11
Campbell|Jul-12|$651K|41|50|12
Campbell|Aug-12|$640K|59|33|14
Campbell|Sep-12|$591K|32|44|19
Campbell|Oct-12|$671K|31|42|13
Campbell|Nov-12|$720K|41|31|17
Campbell|Dec-12|$760K|39|12|12
Campbell|Jan-13|$635K|21|43|13
Campbell|Feb-13|$733K|30|34|12
Campbell|Mar-13|$767K|39|53|11
Campbell|Apr-13|$684K|36|55|11
Campbell|May-13|$750K|40|60|9
Campbell|Jun-13|$708K|52|46|12
Campbell|Jul-13|$753K|50|51|17
Campbell|Aug-13|$690K|39|35|13
Campbell|Sep-13|$780K|36|49|18
Campbell|Oct-13|$779K|45|42|13
Campbell|Nov-13|$785K|33|30|16
Campbell|Dec-13|$725K|35|9|14
Campbell|Jan-14|$815K|25|32|17
Campbell|Feb-14|$801K|26|44|12
Campbell|Mar-14|$825K|42|33|9
Campbell|Apr-14|$858K|42|60|11
Campbell|May-14|$853K|48|47|10
Campbell|Jun-14|$905K|32|50|11
Campbell|Jul-14|$866K|58|54|13
Campbell|Aug-14|$795K|30|39|13
Campbell|Sep-14|$875K|41|48|13
Campbell|Oct-14|$770K|41|30|11
Campbell|Nov-14|$885K|29|22|27
Campbell|Dec-14|$875K|29|12|14
Campbell|Jan-15|$959K|23|20|13
Campbell|Feb-15|$970K|19|43|11
Campbell|Mar-15|$885K|33|43|9
Campbell|Apr-15|$1,015K|39|54|10
Campbell|May-15|$1,055K|43|48|10
Campbell|Jun-15|$960K|55|50|10
Campbell|Jul-15|$955K|41|47|13
Campbell|Aug-15|$960K|35|43|17
Campbell|Sep-15|$950K|43|33|21
Campbell|Oct-15|$820K|29|38|20
Campbell|Nov-15|$1,040K|26|27|28
Campbell|Dec-15|$960K|38|11|27
Campbell|Jan-16|$983K|24|32|45
Campbell|Feb-16|$1,068K|19|43|10
Campbell|Mar-16|$1,116K|28|44|12
Campbell|Apr-16|$1,110K|40|41|15
Campbell|May-16|$1,186K|39|48|22
Campbell|Jun-16|$1,099K|40|60|19
Campbell|Jul-16|$960K|39|49|32
Campbell|Aug-16|$998K|44|51|35
Campbell|Sep-16|$1,018K|54|56|38
Campbell|Oct-16|$1,030K|55|39|29
Campbell|Nov-16|$1,100K|33|28|37
Campbell|Dec-16|$1,023K|36|11|45
Campbell|Jan-17|$950K|26|33|52
Campbell|Feb-17|$1,166K|22|27|21
Campbell|Mar-17|$1,191K|34|39|16
Campbell|Apr-17|$1,150K|39|57|12
Campbell|May-17|$1,135K|55|47|14
Campbell|Jun-17|$1,300K|57|57|10
Campbell|Jul-17|$1,238K|48|43|12
Campbell|Aug-17|$1,260K|51|38|8
Campbell|Sep-17|$1,243K|36|48|9
Campbell|Oct-17|$1,385K|36|36|14
Campbell|Nov-17|$1,275K|45|34|16
Campbell|Dec-17|$1,525K|43|11|8
Campbell|Jan-18|$1,525K|15|22|16
Campbell|Feb-18|$1,350K|18|40|8
Campbell|Mar-18|$1,381K|36|44|10
Campbell|Apr-18|$1,398K|36|58|10
Campbell|May-18|$1,530K|53|71|11
Campbell|Jun-18|$1,450K|56|46|12
Campbell|Jul-18|$1,260K|43|52|21
Campbell|Aug-18|$1,305K|38|35|23
Campbell|Sep-18|$1,255K|41|60|27
Campbell|Oct-18|$1,410K|28|41|16
Campbell|Nov-18|$1,262K|29|20|21
Campbell|Dec-18|$1,335K|37|11|53
Campbell|Jan-19|$1,355K|16|32|73
Campbell|Feb-19|$1,375K|16|32|16
Campbell|Mar-19|$1,430K|39|40|29
Campbell|Apr-19|$1,358K|30|60|30
Campbell|May-19|$1,299K|46|73|19
Campbell|Jun-19|$1,334K|46|64|18
Campbell|Jul-19|$1,330K|41|38|41
Campbell|Aug-19|$1,245K|39|38|42
Campbell|Sep-19|$1,225K|31|49|31
Campbell|Oct-19|$1,300K|39|31|35
Campbell|Nov-19|$1,285K|31|20|37
Campbell|Dec-19|$1,073K|34|11|38
Campbell|Jan-20|$1,330K|22|35|50
Campbell|Feb-20|$1,301K|27|37|16
Campbell|Mar-20|$1,364K|36|41|10
Campbell|Apr-20|$1,388K|24|29|10
Campbell|May-20|$1,521K|24|43|29
Campbell|Jun-20|$1,219K|34|43|34
Campbell|Jul-20|$1,325K|39|42|13
Campbell|Aug-20|$1,390K|33|45|19
Campbell|Sep-20|$1,398K|46|70|15
Campbell|Oct-20|$1,500K|54|36|14
Campbell|Nov-20|$1,275K|35|32|21
Campbell|Dec-20|$1,380K|37|38|19
Campbell|Jan-21|$1,355K|34|53|18
Campbell|Feb-21|$1,373K|38|56|15
Campbell|Mar-21|$1,540K|50|55|13
Campbell|Apr-21|$1,567K|67|55|19
Campbell|May-21|$1,456K|57|52|12
Campbell|Jun-21|$1,573K|48|53|12
Campbell|Jul-21|$1,352K|55|67|14
Campbell|Aug-21|$1,478K|60|49|17
Campbell|Sep-21|$1,420K|54|63|10
Campbell|Oct-21|$1,660K|52|41|10
Campbell|Nov-21|$1,563K|50|24|11
Campbell|Dec-21|$1,530K|34|9|16
Campbell|Jan-22|$1,427K|15|22|28
Campbell|Feb-22|$1,648K|19|40|7
Campbell|Mar-22|$1,800K|41|52|9
Cupertino|Feb-12|$925K|25|46|33
Cupertino|Mar-12|$948K|32|54|11
Cupertino|Apr-12|$1,080K|48|57|11
Cupertino|May-12|$1,080K|55|48|13
Cupertino|Jun-12|$1,208K|48|58|13
Cupertino|Jul-12|$1,072K|48|51|13
Cupertino|Aug-12|$1,050K|51|39|12
Cupertino|Sep-12|$1,172K|31|33|10
Cupertino|Oct-12|$1,110K|29|37|10
Cupertino|Nov-12|$1,220K|41|29|11
Cupertino|Dec-12|$1,283K|32|11|14
Cupertino|Jan-13|$1,130K|20|25|17
Cupertino|Feb-13|$1,318K|22|46|10
Cupertino|Mar-13|$1,200K|35|46|10
Cupertino|Apr-13|$1,280K|47|47|11
Cupertino|May-13|$1,291K|49|54|10
Cupertino|Jun-13|$1,333K|38|56|9
Cupertino|Jul-13|$1,320K|47|62|10
Cupertino|Aug-13|$1,270K|49|29|11
Cupertino|Sep-13|$1,260K|43|47|11
Cupertino|Oct-13|$1,335K|34|31|11
Cupertino|Nov-13|$1,520K|29|16|14
Cupertino|Dec-13|$1,147K|24|19|9
Cupertino|Jan-14|$1,123K|24|23|13
Cupertino|Feb-14|$1,350K|23|37|10
Cupertino|Mar-14|$1,523K|34|50|11
Cupertino|Apr-14|$1,555K|45|40|10
Cupertino|May-14|$1,683K|38|45|10
Cupertino|Jun-14|$1,649K|49|38|10
Cupertino|Jul-14|$1,595K|35|43|9
Cupertino|Aug-14|$1,486K|28|30|11
Cupertino|Sep-14|$1,505K|38|41|10
Cupertino|Oct-14|$1,605K|33|25|12
Cupertino|Nov-14|$1,438K|26|14|15
Cupertino|Dec-14|$1,732K|19|12|16
Cupertino|Jan-15|$1,550K|13|22|12
Cupertino|Feb-15|$1,564K|16|37|10
Cupertino|Mar-15|$1,701K|39|39|10
Cupertino|Apr-15|$1,700K|39|53|9
Cupertino|May-15|$1,870K|37|52|10
Cupertino|Jun-15|$1,655K|43|48|10
Cupertino|Jul-15|$1,745K|37|41|15
Cupertino|Aug-15|$1,843K|34|33|12
Cupertino|Sep-15|$1,738K|28|32|28
Cupertino|Oct-15|$1,488K|27|25|25
Cupertino|Nov-15|$1,728K|24|19|24
Cupertino|Dec-15|$1,680K|27|9|14
Cupertino|Jan-16|$1,625K|17|22|17
Cupertino|Feb-16|$1,470K|8|47|8
Cupertino|Mar-16|$1,751K|26|46|14
Cupertino|Apr-16|$1,800K|43|51|10
Cupertino|May-16|$1,778K|42|44|13
Cupertino|Jun-16|$1,698K|50|42|11
Cupertino|Jul-16|$1,765K|25|26|25
Cupertino|Aug-16|$1,450K|32|34|33
Cupertino|Sep-16|$1,619K|36|23|18
Cupertino|Oct-16|$1,625K|28|24|15
Cupertino|Nov-16|$1,780K|31|17|11
Cupertino|Dec-16|$1,738K|13|7|16
Cupertino|Jan-17|$1,702K|21|18|30
Cupertino|Feb-17|$1,750K|13|37|11
Cupertino|Mar-17|$1,850K|32|33|8
Cupertino|Apr-17|$1,760K|31|37|9
Cupertino|May-17|$1,915K|33|44|8
Cupertino|Jun-17|$1,623K|39|28|8
Cupertino|Jul-17|$1,950K|29|26|8
Cupertino|Aug-17|$2,035K|26|36|12
Cupertino|Sep-17|$1,851K|38|26|10
Cupertino|Oct-17|$1,800K|31|20|9
Cupertino|Nov-17|$1,890K|15|25|9
Cupertino|Dec-17|$2,246K|24|14|9
Cupertino|Jan-18|$2,485K|15|32|9
Cupertino|Feb-18|$2,160K|25|28|10
Cupertino|Mar-18|$2,300K|31|35|9
Cupertino|Apr-18|$2,200K|35|39|9
Cupertino|May-18|$2,210K|38|55|9
Cupertino|Jun-18|$2,368K|32|46|9
Cupertino|Jul-18|$2,313K|36|32|14
Cupertino|Aug-18|$1,910K|33|30|12
Cupertino|Sep-18|$1,923K|15|35|13
Cupertino|Oct-18|$2,363K|29|33|20
Cupertino|Nov-18|$2,125K|28|18|14
Cupertino|Dec-18|$1,910K|11|5|31
Cupertino|Jan-19|$2,200K|16|25|43
Cupertino|Feb-19|$2,300K|17|27|18
Cupertino|Mar-19|$1,990K|20|46|20
Cupertino|Apr-19|$2,300K|33|48|12
Cupertino|May-19|$1,940K|50|54|21
Cupertino|Jun-19|$2,197K|32|43|14
Cupertino|Jul-19|$2,050K|39|35|17
Cupertino|Aug-19|$2,125K|24|29|20
Cupertino|Sep-19|$1,550K|28|43|33
Cupertino|Oct-19|$1,675K|35|26|37
Cupertino|Nov-19|$1,740K|27|11|13
Cupertino|Dec-19|$2,150K|24|5|39
Cupertino|Jan-20|$2,125K|12|31|46
Cupertino|Feb-20|$2,100K|27|41|10
Cupertino|Mar-20|$2,200K|23|34|9
Cupertino|Apr-20|$2,114K|30|27|9
Cupertino|May-20|$1,851K|13|39|30
Cupertino|Jun-20|$2,050K|35|47|9
Cupertino|Jul-20|$2,053K|38|34|12
Cupertino|Aug-20|$2,223K|35|35|22
Cupertino|Sep-20|$2,086K|28|43|13
Cupertino|Oct-20|$2,163K|40|38|10
Cupertino|Nov-20|$2,125K|33|16|16
Cupertino|Dec-20|$2,238K|22|26|14
Cupertino|Jan-21|$1,980K|22|43|9
Cupertino|Feb-21|$2,185K|32|36|9
Cupertino|Mar-21|$2,375K|43|62|10
Cupertino|Apr-21|$2,315K|48|53|14
Cupertino|May-21|$2,207K|47|61|11
Cupertino|Jun-21|$2,724K|64|58|9
Cupertino|Jul-21|$2,733K|58|55|9
Cupertino|Aug-21|$2,450K|48|48|8
Cupertino|Sep-21|$2,720K|47|35|8
Cupertino|Oct-21|$2,294K|30|32|13
Cupertino|Nov-21|$2,350K|39|31|10
Cupertino|Dec-21|$2,700K|33|12|9
Cupertino|Jan-22|$2,365K|17|39|9
Cupertino|Feb-22|$2,180K|23|33|8
Cupertino|Mar-22|$2,549K|42|35|8
Gilroy|Feb-12|$305K|37|76|66
Gilroy|Mar-12|$348K|62|61|32
Gilroy|Apr-12|$343K|78|50|26
Gilroy|May-12|$365K|67|63|35
Gilroy|Jun-12|$414K|52|45|19
Gilroy|Jul-12|$411K|55|62|26
Gilroy|Aug-12|$415K|53|48|15
Gilroy|Sep-12|$431K|53|40|14
Gilroy|Oct-12|$400K|53|52|16
Gilroy|Nov-12|$417K|39|39|14
Gilroy|Dec-12|$430K|46|20|12
Gilroy|Jan-13|$449K|31|39|12
Gilroy|Feb-13|$426K|43|67|14
Gilroy|Mar-13|$487K|46|55|11
Gilroy|Apr-13|$455K|47|62|21
Gilroy|May-13|$515K|54|52|11
Gilroy|Jun-13|$520K|56|50|14
Gilroy|Jul-13|$525K|51|76|14
Gilroy|Aug-13|$535K|46|62|12
Gilroy|Sep-13|$460K|48|66|15
Gilroy|Oct-13|$503K|56|54|28
Gilroy|Nov-13|$540K|45|53|27
Gilroy|Dec-13|$475K|39|16|37
Gilroy|Jan-14|$535K|25|32|33
Gilroy|Feb-14|$591K|27|40|53
Gilroy|Mar-14|$571K|36|70|39
Gilroy|Apr-14|$570K|53|65|20
Gilroy|May-14|$578K|52|72|14
Gilroy|Jun-14|$558K|42|75|19
Gilroy|Jul-14|$560K|54|56|20
Gilroy|Aug-14|$575K|45|54|28
Gilroy|Sep-14|$603K|47|60|43
Gilroy|Oct-14|$574K|50|52|40
Gilroy|Nov-14|$620K|41|36|44
Gilroy|Dec-14|$596K|45|24|34
Gilroy|Jan-15|$555K|32|44|45
Gilroy|Feb-15|$549K|35|50|40
Gilroy|Mar-15|$595K|40|72|22
Gilroy|Apr-15|$602K|63|61|16
Gilroy|May-15|$650K|61|79|21
Gilroy|Jun-15|$615K|68|58|25
Gilroy|Jul-15|$690K|66|68|26
Gilroy|Aug-15|$620K|48|73|32
Gilroy|Sep-15|$620K|49|65|28
Gilroy|Oct-15|$615K|53|51|34
Gilroy|Nov-15|$643K|34|38|47
Gilroy|Dec-15|$650K|53|33|46
Gilroy|Jan-16|$655K|36|44|60
Gilroy|Feb-16|$652K|50|48|40
Gilroy|Mar-16|$642K|46|63|30
Gilroy|Apr-16|$650K|49|76|20
Gilroy|May-16|$640K|64|72|35
Gilroy|Jun-16|$670K|61|84|36
Gilroy|Jul-16|$660K|55|66|36
Gilroy|Aug-16|$670K|63|70|50
Gilroy|Sep-16|$666K|42|51|58
Gilroy|Oct-16|$655K|57|60|42
Gilroy|Nov-16|$689K|47|43|54
Gilroy|Dec-16|$649K|55|27|59
Gilroy|Jan-17|$665K|47|37|59
Gilroy|Feb-17|$688K|28|43|63
Gilroy|Mar-17|$670K|47|85|37
Gilroy|Apr-17|$675K|43|74|32
Gilroy|May-17|$688K|83|70|30
Gilroy|Jun-17|$700K|72|71|41
Gilroy|Jul-17|$721K|79|56|33
Gilroy|Aug-17|$685K|48|66|42
Gilroy|Sep-17|$735K|54|55|45
Gilroy|Oct-17|$696K|61|43|34
Gilroy|Nov-17|$730K|47|38|37
Gilroy|Dec-17|$762K|52|31|22
Gilroy|Jan-18|$799K|37|41|38
Gilroy|Feb-18|$750K|32|55|19
Gilroy|Mar-18|$778K|52|70|13
Gilroy|Apr-18|$750K|49|73|21
Gilroy|May-18|$787K|74|84|19
Gilroy|Jun-18|$820K|61|72|21
Gilroy|Jul-18|$793K|52|56|29
Gilroy|Aug-18|$763K|55|68|29
Gilroy|Sep-18|$729K|38|68|30
Gilroy|Oct-18|$748K|40|49|37
Gilroy|Nov-18|$782K|50|43|54
Gilroy|Dec-18|$721K|38|24|67
Gilroy|Jan-19|$810K|20|40|56
Gilroy|Feb-19|$715K|35|50|44
Gilroy|Mar-19|$810K|43|50|49
Gilroy|Apr-19|$744K|44|92|34
Gilroy|May-19|$759K|63|75|32
Gilroy|Jun-19|$763K|50|65|30
Gilroy|Jul-19|$757K|54|65|37
Gilroy|Aug-19|$780K|51|55|45
Gilroy|Sep-19|$750K|57|55|44
Gilroy|Oct-19|$766K|50|55|43
Gilroy|Nov-19|$792K|34|19|42
Gilroy|Dec-19|$758K|40|9|53
Gilroy|Jan-20|$755K|32|38|83
Gilroy|Feb-20|$785K|20|51|39
Gilroy|Mar-20|$803K|36|51|43
Gilroy|Apr-20|$805K|22|39|36
Gilroy|May-20|$838K|20|62|39
Gilroy|Jun-20|$853K|68|68|45
Gilroy|Jul-20|$788K|71|66|37
Gilroy|Aug-20|$820K|70|57|35
Gilroy|Sep-20|$834K|62|60|28
Gilroy|Oct-20|$850K|62|56|20
Gilroy|Nov-20|$915K|57|49|21
Gilroy|Dec-20|$891K|49|48|13
Gilroy|Jan-21|$865K|39|50|13
Gilroy|Feb-21|$860K|47|50|18
Gilroy|Mar-21|$934K|61|68|22
Gilroy|Apr-21|$1,020K|67|81|13
Gilroy|May-21|$1,010K|78|79|12
Gilroy|Jun-21|$1,000K|63|85|11
Gilroy|Jul-21|$970K|79|66|18
Gilroy|Aug-21|$1,015K|57|59|15
Gilroy|Sep-21|$955K|57|57|27
Gilroy|Oct-21|$950K|61|54|20
Gilroy|Nov-21|$1,040K|55|36|14
Gilroy|Dec-21|$1,075K|47|23|20
Gilroy|Jan-22|$978K|26|46|7
Gilroy|Feb-22|$1,120K|43|50|12
Gilroy|Mar-22|$1,120K|47|65|9
Los Altos|Feb-12|$1,821K|14|35|10
Los Altos|Mar-12|$1,752K|43|44|12
Los Altos|Apr-12|$1,750K|33|49|9
Los Altos|May-12|$1,770K|45|56|11
Los Altos|Jun-12|$1,725K|45|41|10
Los Altos|Jul-12|$1,950K|44|44|15
Los Altos|Aug-12|$1,835K|35|28|12
Los Altos|Sep-12|$1,788K|26|50|18
Los Altos|Oct-12|$1,728K|50|38|13
Los Altos|Nov-12|$1,810K|33|17|13
Los Altos|Dec-12|$1,668K|32|12|11
Los Altos|Jan-13|$1,735K|10|22|36
Los Altos|Feb-13|$1,885K|20|38|10
Los Altos|Mar-13|$2,065K|28|44|9
Los Altos|Apr-13|$2,069K|48|54|10
Los Altos|May-13|$1,810K|45|56|10
Los Altos|Jun-13|$1,931K|43|40|10
Los Altos|Jul-13|$1,926K|41|38|11
Los Altos|Aug-13|$2,088K|44|26|10
Los Altos|Sep-13|$2,100K|23|33|8
Los Altos|Oct-13|$1,870K|33|32|12
Los Altos|Nov-13|$2,088K|30|17|9
Los Altos|Dec-13|$1,920K|24|10|11
Los Altos|Jan-14|$1,899K|10|18|11
Los Altos|Feb-14|$2,131K|16|25|9
Los Altos|Mar-14|$2,450K|28|39|9
Los Altos|Apr-14|$2,251K|40|50|9
Los Altos|May-14|$2,350K|37|42|8
Los Altos|Jun-14|$2,178K|44|35|10
Los Altos|Jul-14|$2,300K|31|28|9
Los Altos|Aug-14|$2,225K|26|25|10
Los Altos|Sep-14|$2,200K|25|28|11
Los Altos|Oct-14|$2,488K|30|33|8
Los Altos|Nov-14|$2,150K|18|18|9
Los Altos|Dec-14|$2,399K|18|14|8
Los Altos|Jan-15|$2,238K|16|24|10
Los Altos|Feb-15|$2,600K|21|32|9
Los Altos|Mar-15|$2,741K|31|43|9
Los Altos|Apr-15|$2,650K|33|48|8
Los Altos|May-15|$2,550K|43|32|8
Los Altos|Jun-15|$2,799K|35|46|9
Los Altos|Jul-15|$2,700K|33|24|10
Los Altos|Aug-15|$2,680K|33|28|14
Los Altos|Sep-15|$2,775K|26|44|10
Los Altos|Oct-15|$2,700K|29|29|10
Los Altos|Nov-15|$2,520K|26|12|11
Los Altos|Dec-15|$2,610K|19|5|21
Los Altos|Jan-16|$1,825K|10|17|20
Los Altos|Feb-16|$2,600K|13|22|9
Los Altos|Mar-16|$2,718K|22|49|9
Los Altos|Apr-16|$2,740K|33|43|9
Los Altos|May-16|$3,050K|29|50|10
Los Altos|Jun-16|$2,600K|45|34|13
Los Altos|Jul-16|$2,705K|36|23|22
Los Altos|Aug-16|$2,380K|17|29|14
Los Altos|Sep-16|$1,973K|40|50|15
Los Altos|Oct-16|$2,501K|27|20|21
Los Altos|Nov-16|$2,525K|26|17|18
Los Altos|Dec-16|$2,178K|20|10|27
Los Altos|Jan-17|$3,055K|15|22|21
Los Altos|Feb-17|$2,650K|18|21|13
Los Altos|Mar-17|$3,020K|31|53|9
Los Altos|Apr-17|$2,974K|34|38|10
Los Altos|May-17|$2,750K|41|47|10
Los Altos|Jun-17|$3,000K|47|30|9
Los Altos|Jul-17|$2,800K|31|24|9
Los Altos|Aug-17|$2,820K|25|28|9
Los Altos|Sep-17|$2,800K|32|48|11
Los Altos|Oct-17|$2,900K|39|28|9
Los Altos|Nov-17|$3,010K|41|20|10
Los Altos|Dec-17|$3,276K|17|9|10
Los Altos|Jan-18|$2,950K|9|23|7
Los Altos|Feb-18|$3,463K|22|26|9
Los Altos|Mar-18|$3,475K|34|38|10
Los Altos|Apr-18|$3,305K|26|38|8
Los Altos|May-18|$3,125K|36|45|9
Los Altos|Jun-18|$3,105K|35|28|9
Los Altos|Jul-18|$3,200K|31|25|13
Los Altos|Aug-18|$3,500K|21|24|9
Los Altos|Sep-18|$3,088K|18|39|9
Los Altos|Oct-18|$3,004K|32|31|9
Los Altos|Nov-18|$3,500K|25|11|26
Los Altos|Dec-18|$3,200K|13|3|27
Los Altos|Jan-19|$2,475K|10|22|28
Los Altos|Feb-19|$3,113K|14|30|8
Los Altos|Mar-19|$3,750K|21|39|12
Los Altos|Apr-19|$3,020K|33|36|9
Los Altos|May-19|$3,400K|44|66|18
Los Altos|Jun-19|$3,100K|37|36|14
Los Altos|Jul-19|$3,150K|40|20|15
Los Altos|Aug-19|$3,188K|24|32|31
Los Altos|Sep-19|$3,175K|28|45|14
Los Altos|Oct-19|$3,250K|35|29|15
Los Altos|Nov-19|$2,778K|28|14|45
Los Altos|Dec-19|$2,750K|23|1|27
Los Altos|Jan-20|$3,125K|9|26|52
Los Altos|Feb-20|$3,300K|17|36|9
Los Altos|Mar-20|$3,170K|19|25|9
Los Altos|Apr-20|$2,700K|19|24|12
Los Altos|May-20|$2,910K|18|35|18
Los Altos|Jun-20|$3,150K|40|39|11
Los Altos|Jul-20|$3,136K|39|52|17
Los Altos|Aug-20|$3,179K|38|41|11
Los Altos|Sep-20|$3,400K|35|38|10
Los Altos|Oct-20|$3,189K|34|42|15
Los Altos|Nov-20|$3,705K|38|27|10
Los Altos|Dec-20|$3,359K|32|20|9
Los Altos|Jan-21|$3,580K|17|36|22
Los Altos|Feb-21|$3,500K|15|27|30
Los Altos|Mar-21|$3,678K|36|49|12
Los Altos|Apr-21|$3,700K|49|47|8
Los Altos|May-21|$3,772K|45|50|10
Los Altos|Jun-21|$4,138K|53|60|9
Los Altos|Jul-21|$3,883K|58|33|10
Los Altos|Aug-21|$3,793K|38|40|12
Los Altos|Sep-21|$4,200K|33|49|9
Los Altos|Oct-21|$4,150K|41|25|9
Los Altos|Nov-21|$4,375K|37|21|9
Los Altos|Dec-21|$3,750K|27|9|10
Los Altos|Jan-22|$4,163K|10|15|23
Los Altos|Feb-22|$3,555K|14|30|9
Los Altos|Mar-22|$4,300K|27|38|8
Los Gatos|Feb-12|$850K|33|57|70
Los Gatos|Mar-12|$970K|64|87|40
Los Gatos|Apr-12|$1,113K|52|61|19
Los Gatos|May-12|$908K|68|89|21
Los Gatos|Jun-12|$1,200K|73|75|17
Los Gatos|Jul-12|$1,000K|43|57|16
Los Gatos|Aug-12|$938K|50|48|19
Los Gatos|Sep-12|$1,100K|43|55|30
Los Gatos|Oct-12|$1,030K|42|43|19
Los Gatos|Nov-12|$1,075K|53|33|44
Los Gatos|Dec-12|$1,041K|52|18|43
Los Gatos|Jan-13|$949K|23|39|32
Los Gatos|Feb-13|$1,068K|32|67|40
Los Gatos|Mar-13|$1,000K|43|65|17
Los Gatos|Apr-13|$1,275K|55|88|15
Los Gatos|May-13|$1,106K|68|76|9
Los Gatos|Jun-13|$1,235K|70|66|15
Los Gatos|Jul-13|$1,188K|62|75|16
Los Gatos|Aug-13|$1,109K|47|53|18
Los Gatos|Sep-13|$1,272K|46|64|29
Los Gatos|Oct-13|$1,035K|40|56|27
Los Gatos|Nov-13|$1,225K|43|32|31
Los Gatos|Dec-13|$1,286K|40|15|30
Los Gatos|Jan-14|$1,417K|32|54|74
Los Gatos|Feb-14|$1,287K|45|44|42
Los Gatos|Mar-14|$1,348K|50|83|16
Los Gatos|Apr-14|$1,385K|62|90|12
Los Gatos|May-14|$1,220K|55|66|13
Los Gatos|Jun-14|$1,425K|67|65|14
Los Gatos|Jul-14|$1,322K|60|57|21
Los Gatos|Aug-14|$1,335K|41|46|22
Los Gatos|Sep-14|$1,100K|43|48|29
Los Gatos|Oct-14|$1,111K|53|50|30
Los Gatos|Nov-14|$1,329K|24|30|25
Los Gatos|Dec-14|$1,510K|40|18|47
Los Gatos|Jan-15|$1,375K|26|30|21
Los Gatos|Feb-15|$1,535K|29|52|52
Los Gatos|Mar-15|$1,548K|50|82|13
Los Gatos|Apr-15|$1,460K|57|73|13
Los Gatos|May-15|$1,435K|57|78|11
Los Gatos|Jun-15|$1,526K|61|70|15
Los Gatos|Jul-15|$1,411K|68|53|34
Los Gatos|Aug-15|$1,443K|44|46|38
Los Gatos|Sep-15|$1,560K|55|70|28
Los Gatos|Oct-15|$1,475K|45|30|30
Los Gatos|Nov-15|$1,450K|31|38|38
Los Gatos|Dec-15|$1,713K|50|11|39
Los Gatos|Jan-16|$1,333K|14|28|72
Los Gatos|Feb-16|$1,437K|33|52|34
Los Gatos|Mar-16|$1,525K|35|71|24
Los Gatos|Apr-16|$1,400K|37|80|39
Los Gatos|May-16|$1,584K|58|67|30
Los Gatos|Jun-16|$1,503K|43|59|39
Los Gatos|Jul-16|$1,475K|49|50|39
Los Gatos|Aug-16|$1,220K|47|51|45
Los Gatos|Sep-16|$1,413K|44|55|42
Los Gatos|Oct-16|$1,393K|40|36|51
Los Gatos|Nov-16|$1,288K|38|26|54
